School Year,District Code,District Name,School Code,Grade Span,School Name,Total Enrollment,Low Income Enrollment,Poverty Percentage,School Eligibility,School Program Type,School Improvement Status,Allocation,Act_PPE
2007-08,272,LAKELAND DISTRICT,0761,*K*1*2*3*4*5*6*,GARWOOD ELEMENTARY SCHOOL,322,127,0.394409937888199,Eligible,Targeted Assistance,N,95595,753
2007-08,272,LAKELAND DISTRICT,0891,*K*1*2*3*4*5*6*,TWIN LAKES ELEMENTARY SCHOOL,267,102,0.382022471910112,Eligible,Targeted Assistance,N,75595,741
2007-08,272,LAKELAND DISTRICT,1104,*9*10*11*12*,MOUNTAINVIEW ALTERNATVE HIGH,113,56,0.495575221238938,Eligible,Not Serving,Y,0,0
2007-08,273,POST FALLS DISTRICT,0125,*6*7*8*,POST FALLS MIDDLE SCHOOL,748,376,0.502673796791444,Eligible,Targeted Assistance,N,146062,388
2007-08,273,POST FALLS DISTRICT,0126,*9*10*11*12*,POST FALLS HIGH SCHOOL,1392,524,0.376436781609195,Eligible,Not Serving,N,0,0
2007-08,273,POST FALLS DISTRICT,0253,*1*2*3*4*5*,MULLAN TRAIL ELEMENTARY SCHOOL,378,175,0.462962962962963,Eligible,Schoolwide Planning,N,70568,403
2007-08,273,POST FALLS DISTRICT,0268,*6*7*8*,River City Middle School,496,206,0.415322580645161,Eligible,Targeted Assistance,N,81240,394
2007-08,273,POST FALLS DISTRICT,0736,*1*2*3*4*5*,PRAIRIE VIEW ELEMENTARY,615,279,0.453658536585366,Eligible,Targeted Assistance,N,108049,387
2007-08,273,POST FALLS DISTRICT,0748,*1*2*3*4*5*,PONDEROSA ELEMENTARY SCHOOL,486,233,0.479423868312757,Eligible,Schoolwide Planning,N,91971,395
2007-08,273,POST FALLS DISTRICT,0749,*1*2*3*4*5*,SELTICE ELEMENTARY SCHOOL,619,317,0.512116316639742,Eligible,Schoolwide Planning,N,125208,395
2007-08,273,POST FALLS DISTRICT,0750,*K*,FREDERICK POST KINDER CENTER,199,134,0.673366834170854,Eligible,Targeted Assistance,N,59292,442
2007-08,274,KOOTENAI DISTRICT,0127,*7*8*9*10*11*12*,KOOTENAI JR-SR HIGH SCHOOL,136,56,0.411764705882353,Eligible,Not Serving,N,0,0
2007-08,274,KOOTENAI DISTRICT,0751,*K*1*2*3*4*5*6*,HARRISON ELEMENTARY SCHOOL,124,52,0.419354838709677,Eligible,Targeted Assistance,N,50108,964
2007-08,281,MOSCOW DISTRICT,0129,*7*8*9*,MOSCOW JUNIOR HIGH SCHOOL,597,148,0.247906197654941,Not Eligible,Not Serving,N,0,0
2007-08,281,MOSCOW DISTRICT,0130,*10*11*12*,MOSCOW SENIOR HIGH SCHOOL,527,96,0.182163187855787,Not Eligible,Not Serving,N,0,0
2007-08,281,MOSCOW DISTRICT,0612,*9*10*11*12*,PARADISE CREEK REGIONAL ALT,25,11,0.44,Eligible,Not Serving,N,0,0
2007-08,281,MOSCOW DISTRICT,0753,*4*5*6*,J. RUSSELL ELEMENTARY SCHOOL,179,73,0.407821229050279,Eligible,Targeted Assistance,N,43070,590
2007-08,281,MOSCOW DISTRICT,0754,*K*1*2*3*4*5*6*,LENA WHITMORE ELEMENTARY SCH,266,69,0.259398496240602,Special Exception,Targeted Assistance,N,40710,590
2007-08,281,MOSCOW DISTRICT,0755,*K*1*2*3*,WEST PARK ELEMENTARY SCHOOL,214,107,0.5,Eligible,Targeted Assistance,N,63205,591
2007-08,281,MOSCOW DISTRICT,0756,*K*1*2*3*4*5*6*,A.B. MC DONALD ELEMENTARY SCH,385,81,0.21038961038961,Not Eligible,Not Serving,N,0,0
2007-08,281,MOSCOW DISTRICT,0813,*K*1*2*3*4*5*6*,MOSCOW CHARTER SCHOOL,119,29,0.243697478991597,Special Exception,Targeted Assistance,N,17110,590
2007-08,282,GENESEE JOINT DISTRICT,0269,*K*1*2*3*4*5*6*7*8*9*10*11*12*,GENESEE K-12,309,52,0.168284789644013,Eligible,Targeted Assistance,N,32747,630
2007-08,283,KENDRICK JOINT DISTRICT,0132,*7*8*9*10*11*12*,KENDRICK JR-SR HIGH SCHOOL,154,68,0.441558441558442,Eligible,Not Serving,N,0,0
2007-08,283,KENDRICK JOINT DISTRICT,0758,*K*1*2*3*4*5*6*,JULIAETTA ELEMENTARY SCHOOL,144,69,0.479166666666667,Eligible,Schoolwide Planning,N,55374,803
2007-08,285,POTLATCH DISTRICT,0135,*7*8*9*10*11*12*,POTLATCH JR-SR HIGH SCHOOL,247,84,0.340080971659919,Not Eligible,Not Serving,Y,0,0
2007-08,285,POTLATCH DISTRICT,0762,*K*1*2*3*4*5*6*,POTLATCH ELEMENTARY SCHOOL,240,103,0.429166666666667,Eligible,Schoolwide Planning,Y,84266,818
2007-08,287,TROY SCHOOL DISTRICT,0766,*K*1*2*3*4*5*6*,TROY ELEMENTARY SCHOOL,160,80,0.5,Eligible,Targeted Assistance,N,41334,517
2007-08,287,TROY SCHOOL DISTRICT,0772,*7*8*9*10*11*12*,TROY JR-SR HIGH SCHOOL,160,56,0.35,Eligible,Not Serving,N,0,0
2007-08,288,WHITEPINE JT SCHOOL DISTRICT,0271,*K*1*2*3*4*5*6*7*8*9*10*11*12*,Idaho Distance Education Academy,940,272,0.28936170212766,Not Eligible,Not Serving,N,0,0
2007-08,288,WHITEPINE JT SCHOOL DISTRICT,0771,*K*1*2*3*,BOVILL ELEMENTARY SCHOOL,70,27,0.385714285714286,Eligible,Targeted Assistance,N,18180,673
2007-08,288,WHITEPINE JT SCHOOL DISTRICT,0794,*4*5*6*7*8*9*10*11*12*,DEARY SCHOOL,216,82,0.37962962962963,Eligible,Targeted Assistance,N,54175,661
2007-08,291,SALMON DISTRICT,0136,*9*10*11*12*,SALMON HIGH SCHOOL,367,142,0.386920980926431,Eligible,Not Serving,N,0,0
2007-08,291,SALMON DISTRICT,0139,*5*6*7*8*,SALMON MIDDLE SCHOOL,310,151,0.487096774193548,Eligible,Targeted Assistance,N,80110,531
2007-08,291,SALMON DISTRICT,0579,*1*2*3*4*,UPPER CARMAN PUBLIC CHARTER,30,10,0.333333333333333,Not Eligible,Not Serving,N,0,0
2007-08,291,SALMON DISTRICT,0764,*K*1*2*3*4*,SALMON PIONEER PRIMARY SCHOOL,324,198,0.611111111111111,Eligible,Targeted Assistance,N,94166,476
2007-08,292,SOUTH LEMHI DISTRICT,0137,*K*1*2*3*4*5*6*7*8*9*10*11*12*,LEADORE SCHOOL,82,51,0.621951219512195,Eligible,Targeted Assistance,N,36480,715
2007-08,292,SOUTH LEMHI DISTRICT,0765,*K*1*2*3*4*5*6*,TENDOY ELEMENTARY SCHOOL,10,6,0.6,Eligible,Targeted Assistance,N,12396,2066
2007-08,302,NEZPERCE JOINT DISTRICT,0272,*K*1*2*3*4*5*6*7*8*9*10*11*12*,NEZPERCE SCHOOL,153,60,0.392156862745098,Eligible,Targeted Assistance,N,24669,411
2007-08,304,KAMIAH JOINT DISTRICT,0231,*9*10*11*12*,KAMIAH HIGH SCHOOL,159,90,0.566037735849057,Eligible,Not Serving,N,0,0
2007-08,304,KAMIAH JOINT DISTRICT,0232,*5*6*7*8*,KAMIAH MIDDLE SCHOOL,168,104,0.619047619047619,Eligible,Schoolwide,N,33419,321
2007-08,304,KAMIAH JOINT DISTRICT,0768,*K*1*2*3*4*,KAMIAH ELEMENTARY SCHOOL,211,131,0.62085308056872,Eligible,Schoolwide,N,62954,481
2007-08,305,HIGHLAND JOINT DISTRICT,0285,*K*1*2*3*4*5*6*7*8*9*10*11*12*,HIGHLAND K-12,208,106,0.509615384615385,Eligible,Targeted Assistance,N,33648,317
2007-08,312,SHOSHONE JOINT DISTRICT,0294,*6*7*8*,SHOSHONE MIDDLE SCHOOL,151,104,0.688741721854305,Eligible,Not Serving,N,0,0
2007-08,312,SHOSHONE JOINT DISTRICT,0295,*9*10*11*12*,SHOSHONE HIGH SCHOOL,147,90,0.612244897959184,Eligible,Not Serving,N,0,0
2007-08,312,SHOSHONE JOINT DISTRICT,0770,*K*1*2*3*4*5*,SHOSHONE ELEMENTARY SCHOOL,305,238,0.780327868852459,Eligible,Schoolwide,Y,47935,201
2007-08,314,DIETRICH DISTRICT,0143,*K*1*2*3*4*5*6*7*8*9*10*11*12*,DIETRICH SCHOOL,195,125,0.641025641025641,Eligible,Schoolwide,N,68102,545
2007-08,316,RICHFIELD DISTRICT,0144,*K*1*2*3*4*5*6*7*8*9*10*11*12*,RICHFIELD SCHOOL,231,178,0.770562770562771,Eligible,Targeted Assistance,Y,18964,107
2007-08,321,MADISON DISTRICT,0145,*8*9*,MADISON JUNIOR HIGH SCHOOL,651,237,0.36405529953917,Eligible,Not Serving,N,0,0
2007-08,321,MADISON DISTRICT,0146,*10*11*12*,MADISON SENIOR HIGH SCHOOL,968,280,0.289256198347107,Not Eligible,Not Serving,N,0,0
2007-08,321,MADISON DISTRICT,0250,*5*6*7*,MADISON MIDDLE SCHOOL,1028,384,0.373540856031128,Eligible,Schoolwide,Y,151045,393
2007-08,321,MADISON DISTRICT,0773,*K*1*2*3*4*,KENNEDY ELEMENTARY SCHOOL,318,166,0.522012578616352,Eligible,Schoolwide,N,80880,487
2007-08,321,MADISON DISTRICT,0774,*K*1*2*3*4*,UNION-LYMAN ELEMENTARY SCHOOL,192,92,0.479166666666667,Eligible,Schoolwide,N,42060,457
2007-08,321,MADISON DISTRICT,0775,*K*1*2*3*4*,LINCOLN ELEMENTARY SCHOOL,304,111,0.365131578947368,Eligible,Schoolwide Planning,N,42000,378
2007-08,321,MADISON DISTRICT,0777,*K*1*2*3*4*,ADAMS ELEMENTARY SCHOOL,235,111,0.472340425531915,Eligible,Schoolwide,N,49000,441
2007-08,321,MADISON DISTRICT,0778,*K*1*2*3*4*,ARCHER ELEMENTARY SCHOOL,84,59,0.702380952380952,Eligible,Schoolwide,N,32500,551
2007-08,321,MADISON DISTRICT,0779,*K*1*2*3*4*,BURTON ELEMENTARY SCHOOL,148,71,0.47972972972973,Eligible,Schoolwide,N,34000,479
2007-08,321,MADISON DISTRICT,0780,*K*1*2*3*4*,HIBBARD ELEMENTARY SCHOOL,170,74,0.435294117647059,Eligible,Schoolwide,N,32500,439
2007-08,321,MADISON DISTRICT,9015,*10*11*12*,CENTRAL ALTERNATIVE HIGH,102,39,0.382352941176471,Eligible,Not Serving,N,0,0
2007-08,322,SUGAR-SALEM JOINT DISTRICT,0147,*9*10*11*12*,SUGAR-SALEM HIGH SCHOOL,381,130,0.341207349081365,Eligible,Not Serving,N,0,0
2007-08,322,SUGAR-SALEM JOINT DISTRICT,0225,*4*5*6*,KERSHAW INTERMEDIATE SCHOOL,329,144,0.437689969604863,Eligible,Targeted Assistance,N,33842,235
2007-08,322,SUGAR-SALEM JOINT DISTRICT,0226,*7*8*,SUGAR-SALEM JUNIOR HIGH SCHOOL,189,76,0.402116402116402,Eligible,Not Serving,Y,0,0
2007-08,322,SUGAR-SALEM JOINT DISTRICT,0781,*K*1*2*3*,CENTRAL ELEMENTARY SCHOOL,446,191,0.428251121076233,Eligible,Targeted Assistance,N,42286,221
2007-08,322,SUGAR-SALEM JOINT DISTRICT,0874,*6*7*8*9*10*11*12*,VALLEY VIEW ALTERNATIVE HIGH,24,8,0.333333333333333,Not Eligible,Not Serving,N,0,0
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0148,*6*7*8*,EAST MINICO MIDDLE SCHOOL,501,341,0.68063872255489,Eligible,Not Serving,Y,0,0
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0149,*6*7*8*,WEST MINICO MIDDLE SCHOOL,446,285,0.639013452914798,Eligible,Not Serving,Y,0,0
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0150,*9*10*11*12*,MINICO SENIOR HIGH SCHOOL,1154,603,0.522530329289428,Eligible,Not Serving,Y,0,0
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0783,*K*1*2*3*4*5*,PAUL ELEMENTARY SCHOOL,355,256,0.72112676056338,Eligible,Schoolwide,Y,136032,531
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0785,*K*1*2*3*4*5*,HEYBURN ELEMENTARY SCHOOL,361,277,0.767313019390582,Eligible,Schoolwide,N,147191,531
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0786,*K*1*2*3*4*5*,ACEQUIA ELEMENTARY SCHOOL,237,155,0.654008438818565,Eligible,Schoolwide,N,82363,531
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,0845,*K*1*2*3*4*5*,RUPERT ELEMENTARY SCHOOL,488,408,0.836065573770492,Eligible,Schoolwide,Y,216801,531
2007-08,331,MINIDOKA COUNTY JOINT DISTRICT,1046,*7*8*9*10*11*12*,MT. HARRISON JR/SR HIGH,129,82,0.635658914728682,Eligible,Schoolwide,N,43572,531
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0151,*7*8*9*,SACAJAWEA JUNIOR HIGH SCHOOL,614,176,0.286644951140065,Not Eligible,Not Serving,N,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0152,*7*8*9*,JENIFER JUNIOR HIGH SCHOOL,597,216,0.361809045226131,Eligible,Not Serving,Y,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0153,*10*11*12*,LEWISTON SENIOR HIGH SCHOOL,1096,215,0.196167883211679,Not Eligible,Not Serving,N,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0787,*K*1*2*3*4*5*6*,CENTENNIAL ELEMENTARY SCHOOL,413,181,0.438256658595642,Eligible,Not Serving,N,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0788,*K*1*2*3*4*5*6*,CAMELOT ELEMENTARY SCHOOL,472,111,0.235169491525424,Not Eligible,Not Serving,N,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0789,*K*1*2*3*4*5*6*,MC GHEE ELEMENTARY SCHOOL,337,175,0.519287833827893,Eligible,Targeted Assistance,N,171500,980
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0790,*K*1*2*3*4*5*6*,ORCHARDS ELEMENTARY SCHOOL,319,181,0.567398119122257,Eligible,Targeted Assistance,N,188957,1044
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0791,*K*1*2*3*4*5*6*,MC SORLEY ELEMENTARY SCHOOL,319,80,0.250783699059561,Not Eligible,Not Serving,N,0,0
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0792,*K*1*2*3*4*5*6*,WHITMAN ELEMENTARY SCHOOL,304,160,0.526315789473684,Eligible,Targeted Assistance,N,167012,1044
2007-08,340,LEWISTON INDEPENDENT DISTRICT,0793,*K*1*2*3*4*5*6*,WEBSTER ELEMENTARY SCHOOL,297,131,0.441077441077441,Eligible,Targeted Assistance,N,120092,917
2007-08,341,LAPWAI DISTRICT,0583,*9*10*11*12*,LAPWAI HIGH SCHOOL,150,103,0.686666666666667,Eligible,Targeted Assistance,N,43377,421
2007-08,341,LAPWAI DISTRICT,0584,*6*7*8*,LAPWAI MIDDLE SCHOOL,118,99,0.838983050847458,Eligible,Targeted Assistance,N,31572,319
2007-08,341,LAPWAI DISTRICT,0844,*K*1*2*3*4*5*,LAPWAI ELEMENTARY SCHOOL,265,212,0.8,Eligible,Targeted Assistance,N,73309,346
2007-08,342,CULDESAC JOINT DISTRICT,0795,*K*1*2*3*4*5*6*7*8*9*10*11*12*,CULDESAC SCHOOL,138,78,0.565217391304348,Eligible,Schoolwide Planning,N,30394,390
2007-08,351,ONEIDA COUNTY DISTRICT,0156,*9*10*11*12*,MALAD SENIOR HIGH SCHOOL,271,103,0.380073800738007,Eligible,Not Serving,N,0,0
2007-08,351,ONEIDA COUNTY DISTRICT,0618,*6*7*8*,MALAD MIDDLE SCHOOL,211,90,0.42654028436019,Eligible,Not Serving,N,0,0
2007-08,351,ONEIDA COUNTY DISTRICT,0797,*K*1*2*3*,STONE ELEMENTARY SCHOOL,6,5,0.833333333333333,Eligible,Targeted Assistance,N,10481,2096
2007-08,351,ONEIDA COUNTY DISTRICT,0798,*K*1*2*3*4*5*,MALAD ELEMENTARY SCHOOL,380,176,0.463157894736842,Eligible,Targeted Assistance,N,79580,452
2007-08,363,MARSING JOINT DISTRICT,0157,*9*10*11*12*,MARSING HIGH SCHOOL,225,106,0.471111111111111,Eligible,Targeted Assistance,N,0,0
2007-08,363,MARSING JOINT DISTRICT,0530,*6*7*8*,MARSING MIDDLE SCHOOL,224,132,0.589285714285714,Eligible,Schoolwide,Y,44723,339
2007-08,363,MARSING JOINT DISTRICT,0799,*K*1*2*3*4*5*,MARSING ELEMENTARY SCHOOL,467,307,0.657387580299786,Eligible,Schoolwide,N,83187,271
2007-08,364,PLEASANT VALLEY ELEM DIST,0800,*K*1*2*3*4*5*6*7*8*,PLEASANT VALLEY ELEM-JR HIGH,8,0,0.0,Not Eligible,Not Serving,N,0,0
2007-08,365,BRUNEAU-GRAND VIEW JOINT DIST,0158,*7*8*9*10*11*12*,RIMROCK JR-SR HIGH SCHOOL,177,99,0.559322033898305,Eligible,Schoolwide Planning,Y,19715,199
2007-08,365,BRUNEAU-GRAND VIEW JOINT DIST,0801,*K*1*2*3*4*5*6*,BRUNEAU ELEMENTARY SCHOOL,66,58,0.878787878787879,Eligible,Schoolwide,Y,40252,694
2007-08,365,BRUNEAU-GRAND VIEW JOINT DIST,0802,*K*1*2*3*4*5*6*,GRAND VIEW ELEMENTARY SCHOOL,129,91,0.705426356589147,Eligible,Schoolwide,N,49695,546
2007-08,370,HOMEDALE JOINT DISTRICT,0160,*9*10*11*12*,HOMEDALE HIGH SCHOOL,347,169,0.487031700288184,Eligible,Schoolwide Planning,Y,70831,419
2007-08,370,HOMEDALE JOINT DISTRICT,0260,*5*6*7*8*,HOMEDALE MIDDLE SCHOOL,390,251,0.643589743589744,Eligible,Schoolwide Planning,Y,107971,430
2007-08,370,HOMEDALE JOINT DISTRICT,0803,*K*1*2*3*4*,HOMEDALE ELEMENTARY SCHOOL,471,297,0.630573248407643,Eligible,Schoolwide Planning,N,136476,460
2007-08,371,PAYETTE JOINT DISTRICT,0161,*6*7*8*,MC CAIN MIDDLE SCHOOL,424,265,0.625,Eligible,Schoolwide,Y,102800,388
2007-08,371,PAYETTE JOINT DISTRICT,0162,*9*10*11*12*,PAYETTE HIGH SCHOOL,522,203,0.388888888888889,Eligible,Not Serving,Y,0,0
2007-08,371,PAYETTE JOINT DISTRICT,0508,*K*1*2*3*,PAYETTE PRIMARY SCHOOL,573,360,0.628272251308901,Eligible,Schoolwide,N,140760,391
2007-08,371,PAYETTE JOINT DISTRICT,0805,*4*5*,WESTSIDE ELEMENTARY SCHOOL,243,165,0.679012345679012,Eligible,Schoolwide,Y,65265,396
2007-08,372,NEW PLYMOUTH DISTRICT,0164,*9*10*11*12*,NEW PLYMOUTH HIGH SCHOOL,285,111,0.389473684210526,Eligible,Targeted Assistance,N,32411,292
2007-08,372,NEW PLYMOUTH DISTRICT,0806,*K*1*2*3*4*5*,NEW PLYMOUTH ELEMENTARY,408,229,0.561274509803922,Eligible,Schoolwide,N,65235,285
2007-08,372,NEW PLYMOUTH DISTRICT,0986,*6*7*8*,NEW PLYMOUTH MIDDLE SCHOOL,215,97,0.451162790697674,Eligible,Targeted Assistance,N,29871,308
2007-08,373,FRUITLAND DISTRICT,0165,*6*7*8*,FRUITLAND MIDDLE SCHOOL,392,197,0.502551020408163,Eligible,Targeted Assistance,Y,78689,399
2007-08,373,FRUITLAND DISTRICT,0166,*9*10*11*12*,FRUITLAND HIGH SCHOOL,513,182,0.354775828460039,Eligible,Not Serving,N,0,0
2007-08,373,FRUITLAND DISTRICT,0807,*K*1*2*3*,FRUITLAND ELEMENTARY SCHOOL,545,196,0.359633027522936,Eligible,Targeted Assistance,N,79598,406
2007-08,373,FRUITLAND DISTRICT,0889,*4*5*,FRUITLAND INTERMEDIATE,272,138,0.507352941176471,Eligible,Targeted Assistance,N,54799,397
2007-08,381,AMERICAN FALLS JOINT DISTRICT,0167,*6*7*8*,WILLIAM THOMAS MIDDLE SCHOOL,365,232,0.635616438356164,Eligible,Schoolwide,Y,115324,497
2007-08,381,AMERICAN FALLS JOINT DISTRICT,0168,*9*10*11*12*,AMERICAN FALLS HIGH SCHOOL,484,259,0.535123966942149,Eligible,Not Serving,Y,0,0
2007-08,381,AMERICAN FALLS JOINT DISTRICT,0808,*K*1*2*3*,HILLCREST ELEMENTARY SCHOOL,427,285,0.667447306791569,Eligible,Schoolwide,Y,142785,501
2007-08,381,AMERICAN FALLS JOINT DISTRICT,0849,*4*5*,A F INTERMEDIATE SCHOOL,222,136,0.612612612612613,Eligible,Schoolwide,Y,67383,495
2007-08,382,ROCKLAND DISTRICT,0169,*K*1*2*3*4*5*6*7*8*9*10*11*12*,ROCKLAND PUBLIC SCHOOL,147,89,0.605442176870748,Eligible,Schoolwide,N,12899,145
2007-08,391,KELLOGG JOINT DISTRICT,0170,*6*7*8*,KELLOGG MIDDLE SCHOOL,321,166,0.517133956386293,Eligible,Not Serving,Y,0,0
2007-08,391,KELLOGG JOINT DISTRICT,0171,*9*10*11*12*,KELLOGG HIGH SCHOOL,429,154,0.358974358974359,Eligible,Not Serving,Y,0,0
2007-08,391,KELLOGG JOINT DISTRICT,0811,*K*1*2*3*4*5*,PINEHURST ELEMENTARY SCHOOL,267,163,0.610486891385768,Eligible,Schoolwide,N,139780,858
2007-08,391,KELLOGG JOINT DISTRICT,0812,*K*1*2*3*4*5*,CANYON ELEMENTARY SCHOOL,64,23,0.359375,Eligible,Not Serving,N,0,0
2007-08,391,KELLOGG JOINT DISTRICT,0814,*K*1*2*3*4*5*,SUNNYSIDE ELEMENTARY SCHOOL,260,144,0.553846153846154,Eligible,Schoolwide,N,119165,828
2007-08,391,KELLOGG JOINT DISTRICT,9021,*7*8*9*10*11*12*,SILVER VALLEY ALTERNATIVE SCHOOL,20,20,1.0,Eligible,Targeted Assistance,N,17661,883
2007-08,392,MULLAN DISTRICT,0172,*7*8*9*10*11*12*,MULLAN JR-SR HIGH SCHOOL,65,13,0.2,Feeder Pattern,Targeted Assistance,N,15916,1224
2007-08,392,MULLAN DISTRICT,0815,*K*1*2*3*4*5*6*,JOHN MULLAN ELEMENTARY SCHOOL,55,9,0.163636363636364,Eligible,Targeted Assistance,N,11570,1286
2007-08,393,WALLACE DISTRICT,0173,*K*1*2*3*4*5*6*,SILVER HILLS ELEMENTARY SCHOOL,290,116,0.4,Eligible,Schoolwide Planning,Y,118014,1017
2007-08,393,WALLACE DISTRICT,0174,*7*8*9*10*11*12*,WALLACE JR/SR HIGH SCHOOL,251,100,0.398406374501992,Eligible,Not Serving,Y,0,0
2007-08,394,AVERY SCHOOL DISTRICT,0821,*K*1*2*3*4*5*6*7*8*,AVERY ELEM-JR HIGH SCHOOL,18,18,1.0,Eligible,Schoolwide,N,14924,829
2007-08,401,TETON COUNTY DISTRICT,0175,*9*10*11*12*,TETON HIGH SCHOOL,437,142,0.324942791762014,Not Eligible,Not Serving,Y,0,0
2007-08,401,TETON COUNTY DISTRICT,0195,*6*7*8*,TETON MIDDLE SCHOOL,308,120,0.38961038961039,Eligible,Targeted Assistance,Y,56100,468
2007-08,401,TETON COUNTY DISTRICT,0249,*1*2*3*4*5*,DRIGGS ELEMENTARY SCHOOL,284,118,0.415492957746479,Eligible,Schoolwide Planning,Y,58132,493
2007-08,401,TETON COUNTY DISTRICT,0822,*1*2*3*4*5*,TETONIA ELEMENTARY SCHOOL,128,49,0.3828125,Eligible,Schoolwide Planning,N,22000,449
2007-08,401,TETON COUNTY DISTRICT,0823,*1*2*3*4*5*,VICTOR ELEMENTARY SCHOOL,194,86,0.443298969072165,Eligible,Schoolwide Planning,Y,55000,640
2007-08,411,TWIN FALLS DISTRICT,0176,*7*8*9*,ROBERT STUART JR HIGH SCHOOL,728,418,0.574175824175824,Eligible,Schoolwide,Y,178068,426
2007-08,411,TWIN FALLS DISTRICT,0177,*7*8*9*,VERA C O'LEARY JR HIGH SCHOOL,924,340,0.367965367965368,Feeder Pattern,Schoolwide,Y,144840,426
2007-08,411,TWIN FALLS DISTRICT,0178,*10*11*12*,TWIN FALLS SENIOR HIGH,1271,406,0.319433516915814,Not Eligible,Not Serving,Y,0,0
2007-08,411,TWIN FALLS DISTRICT,0515,*K*1*2*3*4*5*6*,OREGON TRAIL ELEMENTARY SCHOOL,525,378,0.72,Eligible,Schoolwide,Y,163674,433
2007-08,411,TWIN FALLS DISTRICT,0824,*K*1*2*3*4*5*6*,I B PERRINE ELEMENTARY SCHOOL,596,303,0.508389261744966,Eligible,Schoolwide,N,129079,426
2007-08,411,TWIN FALLS DISTRICT,0825,*K*1*2*3*4*5*6*,MORNINGSIDE ELEMENTARY SCHOOL,566,263,0.464664310954064,Eligible,Schoolwide,N,112038,426
2007-08,411,TWIN FALLS DISTRICT,0826,*K*1*2*3*4*5*6*,SAWTOOTH ELEMENTARY SCHOOL,595,190,0.319327731092437,Not Eligible,Not Serving,N,0,0
2007-08,411,TWIN FALLS DISTRICT,0827,*K*1*2*3*4*5*6*,HARRISON ELEMENTARY SCHOOL,461,305,0.661605206073753,Eligible,Schoolwide,Y,132065,433
2007-08,411,TWIN FALLS DISTRICT,0828,*K*1*2*3*4*5*6*,BICKEL ELEMENTARY SCHOOL,327,207,0.63302752293578,Eligible,Schoolwide,N,89664,433
2007-08,411,TWIN FALLS DISTRICT,0829,*K*1*2*3*4*5*6*,LINCOLN ELEMENTARY SCHOOL,416,295,0.709134615384615,Eligible,Schoolwide,N,127735,433
2007-08,411,TWIN FALLS DISTRICT,1066,*7*8*9*10*11*12*,MAGIC VALLEY ALTERNATIVE HIGH,169,106,0.627218934911243,Eligible,Schoolwide,Y,45156,426
2007-08,412,BUHL JOINT DISTRICT,0179,*6*7*8*,BUHL MIDDLE SCHOOL,348,199,0.57183908045977,Eligible,Targeted Assistance,Y,66000,332
2007-08,412,BUHL JOINT DISTRICT,0180,*9*10*11*12*,BUHL HIGH SCHOOL,358,142,0.396648044692737,Eligible,Not Serving,Y,0,0
2007-08,412,BUHL JOINT DISTRICT,0830,*K*1*2*3*4*5*,POPPLEWELL ELEMENTARY SCHOOL,616,361,0.586038961038961,Eligible,Schoolwide,Y,133246,369
2007-08,413,FILER DISTRICT,0181,*9*10*11*12*,FILER HIGH SCHOOL,460,202,0.439130434782609,Feeder Pattern,Not Serving,N,0,0
2007-08,413,FILER DISTRICT,0196,*6*7*8*,FILER MIDDLE SCHOOL,326,166,0.50920245398773,Eligible,Schoolwide Planning,N,39900,240
2007-08,413,FILER DISTRICT,0831,*K*1*2*3*4*5*,FILER ELEMENTARY SCHOOL,536,320,0.597014925373134,Eligible,Schoolwide Planning,N,92716,290
2007-08,413,FILER DISTRICT,0832,*K*1*2*3*4*5*,HOLLISTER ELEMENTARY SCHOOL,72,48,0.666666666666667,Eligible,Schoolwide,N,22616,471
2007-08,414,KIMBERLY DISTRICT,0182,*9*10*11*12*,KIMBERLY HIGH SCHOOL,449,111,0.247216035634744,Not Eligible,Not Serving,N,0,0
2007-08,414,KIMBERLY DISTRICT,0512,*6*7*8*,KIMBERLY MIDDLE SCHOOL,327,117,0.357798165137615,Eligible,Not Serving,N,0,0
2007-08,414,KIMBERLY DISTRICT,0833,*K*1*2*3*4*5*,KIMBERLY ELEMENTARY SCHOOL,633,233,0.368088467614534,Eligible,Targeted Assistance,N,78175,336
2007-08,415,HANSEN DISTRICT,0620,*7*8*9*10*11*12*,HANSEN JR/SR HIGH SCHOOL,192,124,0.645833333333333,Eligible,Not Serving,Y,0,0
2007-08,415,HANSEN DISTRICT,0834,*K*1*2*3*4*5*6*,HANSEN ELEMENTARY SCHOOL,230,156,0.678260869565217,Eligible,Schoolwide,Y,109110,699
